수행시각,뽑기ID,groupID,아이템명,뽑기횟수,뽑기확률(%),기대확률(%),오차(%)
2023-02-26 23:24,310003,10000,아바돈,18,0.0018,0.002,10.0
2023-02-26 23:24,310003,10000,바알베크의 사령관,24,0.0024,0.002,20.0
2023-02-26 23:24,310003,10000,아누비스,13,0.0013,0.002,35.0
2023-02-26 23:24,310003,10000,여신 칼리,7,0.0007,0.001,30.0
2023-02-26 23:24,310003,10000,엠퍼사이저,16,0.0016,0.002,20.0
2023-02-26 23:24,310003,10000,각성한 라르카,12,0.0012,0.001,20.0
2023-02-26 23:24,310003,10000,카를로스,10,0.001,0.001,0.0
2023-02-26 23:24,310003,10000,카오스 가디언,10,0.001,0.001,0.0
2023-02-26 23:24,310003,10000,이자벨,11,0.0011,0.001,10.0
2023-02-26 23:24,310003,10000,센티넬,32,0.0032,0.002,60.0
2023-02-26 23:24,310003,10000,엘로이,4,0.0004,0.0005,20.0
2023-02-26 23:24,310003,10000,미드나잇 에르메스,15,0.0015,0.001,50.0
2023-02-26 23:24,310003,10000,휠카셀,15,0.0015,0.002,25.0
2023-02-26 23:24,310003,10000,레오넬,12,0.0012,0.001,20.0
2023-02-26 23:24,310003,10000,이안,5,0.0005,0.0009,44.4444
2023-02-26 23:24,310003,10000,아델리아,11,0.0011,0.0009,22.2222
2023-02-26 23:24,310003,10000,팔란,6,0.0006,0.0009,33.3333
2023-02-26 23:24,310003,10000,로드 오브 아크리언,6,0.0006,0.0005,20.0
2023-02-26 23:24,310003,10000,베놈리퍼,4,0.0004,0.001,60.0
2023-02-26 23:24,310003,10000,수라,31,0.0031,0.002,55.0
2023-02-26 23:24,310003,10000,다크 어쌔신,12,0.0012,0.001,20.0
2023-02-26 23:24,310003,10000,오페르시나 어쌔신,22,0.0022,0.002,10.0
2023-02-26 23:24,310003,10000,메타트론 어쌔신,23,0.0023,0.002,15.0
2023-02-26 23:24,310003,10000,넵튠 슬레이어,15,0.0015,0.002,25.0
2023-02-26 23:24,310003,10000,암살단 일격,13,0.0013,0.002,35.0
2023-02-26 23:24,310003,10000,바알베크의 집행관,14,0.0014,0.002,30.0
2023-02-26 23:24,310003,10000,미드나잇 아르테미스,20,0.002,0.002,0.0
2023-02-26 23:24,310003,10000,제롬,7,0.0007,0.001,30.0
2023-02-26 23:24,310003,10000,릴리언스,7,0.0007,0.0005,40.0
2023-02-26 23:24,310003,10000,릴리아,7,0.0007,0.0005,40.0
2023-02-26 23:24,310003,10000,리치 나이트,6,0.0006,0.0009,33.3333
2023-02-26 23:24,310003,10000,라르카 강궁병,14,0.0014,0.0009,55.5556
2023-02-26 23:24,310003,10000,릴리안,5,0.0005,0.0009,44.4444
2023-02-26 23:24,310003,10000,러셀,3,0.0003,0.0005,40.0
2023-02-26 23:24,310003,10000,라르카 집행자,11,0.0011,0.0009,22.2222
2023-02-26 23:24,310003,10000,아레스 아처,5,0.0005,0.0005,0.0
2023-02-26 23:24,310003,10000,실피드,4,0.0004,0.0005,20.0
2023-02-26 23:24,310003,10000,스나이퍼 로즈레인,12,0.0012,0.001,20.0
2023-02-26 23:24,310014,10300,버서커,40822,4.0822,4.076,0.1521
2023-02-26 23:24,310014,10300,인퍼날,40699,4.0699,4.076,0.1497
2023-02-26 23:24,310014,10300,데몬 스토커,41212,4.1212,4.0759,1.1114
2023-02-26 23:24,310014,10300,가고일,40926,4.0926,4.076,0.4073
2023-02-26 23:24,310014,10300,캐노네이드 키틴,40665,4.0665,4.0759,0.2306
2023-02-26 23:24,310014,10300,데몬,40648,4.0648,4.0759,0.2723
2023-02-26 23:24,310014,10300,러스트 뱀파이어,40680,4.068,4.0759,0.1938
2023-02-26 23:24,310014,10300,데빌,40914,4.0914,4.0759,0.3803
2023-02-26 23:24,310014,10300,뮤,9875,0.9875,0.9881,0.0607
2023-02-26 23:24,310014,10300,스켈레톤 나이트,40850,4.085,4.0759,0.2233
2023-02-26 23:24,310014,10300,뱀파이어 퀸,40580,4.058,4.0759,0.4392
2023-02-26 23:24,310014,10300,오크 전사,40690,4.069,4.0759,0.1693
2023-02-26 23:24,310014,10300,노움,40676,4.0676,4.0759,0.2036
2023-02-26 23:24,310014,10300,트롤,40516,4.0516,4.0759,0.5962
2023-02-26 23:24,310014,10300,루움,40766,4.0766,4.0759,0.0172
2023-02-26 23:24,310014,10300,본보우 아크리언,40718,4.0718,4.0759,0.1006
2023-02-26 23:24,310014,10300,메테오스 레인저,40430,4.043,4.0759,0.8072
2023-02-26 23:24,310014,10300,뱅갈 나이트,41098,4.1098,4.0759,0.8317
2023-02-26 23:24,310014,10300,바바야가,40799,4.0799,4.0759,0.0981
2023-02-26 23:24,310014,10300,임프,40625,4.0625,4.0759,0.3288
2023-02-26 23:24,310014,10300,메테오스 쉐도우,40969,4.0969,4.0759,0.5152
2023-02-26 23:24,310014,10300,문엘프 전사,40760,4.076,4.0759,0.0025
2023-02-26 23:24,310014,10300,트로글다이트,40688,4.0688,4.0759,0.1742
2023-02-26 23:24,310014,10300,곰인형,40762,4.0762,4.0759,0.0074
2023-02-26 23:24,310014,10300,문엘프 마법사,40892,4.0892,4.0759,0.3263
2023-02-26 23:24,310014,10300,레프리컨,187,0.0187,0.0202,7.4257
2023-02-26 23:24,310014,10300,래서 아스타로트,190,0.019,0.0202,5.9406
2023-02-26 23:24,310014,10300,몽크마스터,185,0.0185,0.0202,8.4158
2023-02-26 23:24,310014,10300,드래곤 나이트,217,0.0217,0.0202,7.4257
2023-02-26 23:24,310014,10300,노아스,180,0.018,0.0202,10.8911
2023-02-26 23:24,310014,10300,크루얼 크루세이더,197,0.0197,0.0202,2.4752
2023-02-26 23:24,310014,10300,엘라임,199,0.0199,0.0202,1.4851
2023-02-26 23:24,310014,10300,수호자 엘리엇,217,0.0217,0.0202,7.4257
2023-02-26 23:24,310014,10300,광휘의 엘윈더,156,0.0156,0.015,4.0
2023-02-26 23:24,310014,10300,퓨리,204,0.0204,0.0202,0.9901
2023-02-26 23:24,310014,10300,래서 루시퍼,191,0.0191,0.0202,5.4455
2023-02-26 23:24,310014,10300,광휘의 엘로라,177,0.0177,0.0202,12.3762
2023-02-26 23:24,310014,10300,님로드 크루세이더,195,0.0195,0.0202,3.4653
2023-02-26 23:24,310014,10300,드래곤 나이트 아처,191,0.0191,0.0202,5.4455
2023-02-26 23:24,310014,10300,파이어 데몬,187,0.0187,0.0202,7.4257
2023-02-26 23:24,310014,10300,네크로맨서,195,0.0195,0.0202,3.4653
2023-02-26 23:24,310014,10300,슈리엘,202,0.0202,0.0202,0.0
2023-02-26 23:24,310014,10300,쉐이드 웨폰,190,0.019,0.0202,5.9406
2023-02-26 23:24,310014,10300,시아페,239,0.0239,0.0202,18.3168
2023-02-26 23:24,310014,10300,골든 엠페러,200,0.02,0.0202,0.9901
2023-02-26 23:24,310014,10300,레이커,177,0.0177,0.0202,12.3762
2023-02-26 23:24,310014,10300,타락한 엘프,218,0.0218,0.0202,7.9208
2023-02-26 23:24,310014,10300,데스마스터,165,0.0165,0.015,10.0
2023-02-26 23:24,310014,10300,문라이트 네메시스,205,0.0205,0.0202,1.4851
2023-02-26 23:24,310014,10300,수호자 엘리시스,138,0.0138,0.015,8.0
2023-02-26 23:24,310014,10300,타락한 엘프 아처,198,0.0198,0.0202,1.9802
2023-02-26 23:24,310014,10300,가이아,206,0.0206,0.0202,1.9802
2023-02-26 23:24,310014,10300,골든 엠페러 아처,177,0.0177,0.0202,12.3762
2023-02-26 23:24,310014,10300,데스마스터 아처,153,0.0153,0.015,2.0
2023-02-26 23:24,310014,10300,가이아 거너,181,0.0181,0.0202,10.396
2023-02-26 23:24,310014,10300,스핀들 네메시스,193,0.0193,0.0202,4.4554
2023-02-26 23:24,310014,10300,캡틴 라이칸,162,0.0162,0.015,8.0
2023-02-26 23:24,310014,10300,미드나잇 셀린느,157,0.0157,0.015,4.6667
2023-02-26 23:24,310014,10300,체인 인큐버스,44,0.0044,0.0044,0.0
2023-02-26 23:24,310014,10300,프린세스,133,0.0133,0.015,11.3333
2023-02-26 23:24,310014,10300,차크람 소녀,205,0.0205,0.0202,1.4851
2023-02-26 23:24,310014,10300,헌터 노바,128,0.0128,0.015,14.6667
2023-02-26 23:24,310014,10300,길가메쉬 나이트,193,0.0193,0.0202,4.4554
2023-02-26 23:24,310014,10300,길가메쉬 아처,187,0.0187,0.0202,7.4257
2023-02-26 23:24,310014,10300,바바리안,200,0.02,0.02,0.0
2023-02-26 23:24,310014,10300,에리세드,182,0.0182,0.02,9.0
2023-02-26 23:24,310014,10300,글래디에이터,190,0.019,0.02,5.0
2023-02-26 23:24,310014,10300,아수라,217,0.0217,0.02,8.5
2023-02-26 23:24,310014,10300,아스모데우스,163,0.0163,0.015,8.6667
2023-02-26 23:24,310014,10300,헤라클레스,220,0.022,0.02,10.0
2023-02-26 23:24,310014,10300,리치 킹,216,0.0216,0.02,8.0
2023-02-26 23:24,310014,10300,라르카 집정관,203,0.0203,0.02,1.5
2023-02-26 23:24,310014,10300,황천의 기사,215,0.0215,0.02,7.5
2023-02-26 23:24,310014,10300,황천의 레인저,173,0.0173,0.02,13.5
2023-02-26 23:24,310014,10300,아크데몬,179,0.0179,0.02,10.5
2023-02-26 23:24,310014,10300,렉스,208,0.0208,0.0198,5.0505
2023-02-26 23:24,310014,10300,그룸프,154,0.0154,0.015,2.6667
2023-02-26 23:24,310014,10300,나이트 오브 퀸,36,0.0036,0.0044,18.1818
2023-02-26 23:24,310014,10300,캐서린,136,0.0136,0.015,9.3333
2023-02-26 23:24,310014,10300,나디아,39,0.0039,0.0044,11.3636
2023-02-26 23:24,310014,10300,시리아,45,0.0045,0.0044,2.2727
2023-02-26 23:24,310014,10300,파이어 워크스,40,0.004,0.0044,9.0909
2023-02-26 23:24,310014,10300,디아나,61,0.0061,0.0044,38.6364
2023-02-26 23:24,310014,10300,트루디,50,0.005,0.0044,13.6364
2023-02-26 23:24,310014,10300,시에나,155,0.0155,0.015,3.3333
2023-02-26 23:24,310014,10300,파시에,44,0.0044,0.0044,0.0
2023-02-26 23:24,310014,10300,센토,156,0.0156,0.015,4.0
2023-02-26 23:24,310014,10300,베자렐,45,0.0045,0.0044,2.2727
2023-02-26 23:24,310014,10300,코사르,141,0.0141,0.015,6.0
2023-02-26 23:24,310014,10300,아니타,39,0.0039,0.0044,11.3636
2023-02-26 23:24,310014,10300,벨라,36,0.0036,0.0044,18.1818
2023-02-26 23:24,310014,10300,캐스퍼,40,0.004,0.0044,9.0909
2023-02-26 23:24,310014,10300,카사,50,0.005,0.0044,13.6364
2023-02-26 23:24,310014,10300,베르디,54,0.0054,0.0044,22.7273
2023-02-26 23:24,310014,10300,블러디 뱀파이어,47,0.0047,0.0044,6.8182
2023-02-26 23:24,310014,10300,다크 나이트,10,0.001,0.001,0.0
2023-02-26 23:24,310014,10300,데빌헌터,11,0.0011,0.001,10.0
2023-02-26 23:24,310014,10300,메타트론 아처,21,0.0021,0.0021,0.0
2023-02-26 23:24,310014,10300,메타트론,13,0.0013,0.0021,38.0952
2023-02-26 23:24,310014,10300,이프리트,10,0.001,0.0006,66.6667
2023-02-26 23:24,310014,10300,아폴론,20,0.002,0.002,0.0
2023-02-26 23:24,310014,10300,다크 스팅어,6,0.0006,0.001,40.0
2023-02-26 23:24,310014,10300,아르테미스,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,크로노스,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,듀라한,8,0.0008,0.0006,33.3333
2023-02-26 23:24,310014,10300,엘더 스팅어,8,0.0008,0.001,20.0
2023-02-26 23:24,310014,10300,크로노스 아처,22,0.0022,0.002,10.0
2023-02-26 23:24,310014,10300,오페르시나,21,0.0021,0.002,5.0
2023-02-26 23:24,310014,10300,비숍,18,0.0018,0.002,10.0
2023-02-26 23:24,310014,10300,에리스,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,오페르시나 아처,20,0.002,0.002,0.0
2023-02-26 23:24,310014,10300,발키리,11,0.0011,0.001,10.0
2023-02-26 23:24,310014,10300,암살단 암흑,24,0.0024,0.002,20.0
2023-02-26 23:24,310014,10300,넵튠,23,0.0023,0.002,15.0
2023-02-26 23:24,310014,10300,암살단 칠흑,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,넵튠 아처,16,0.0016,0.002,20.0
2023-02-26 23:24,310014,10300,네케브,16,0.0016,0.002,20.0
2023-02-26 23:24,310014,10300,다크 메이지,15,0.0015,0.001,50.0
2023-02-26 23:24,310014,10300,바알베크의 사령관,20,0.002,0.002,0.0
2023-02-26 23:24,310014,10300,유피테르의 사념,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,엘사라드,17,0.0017,0.002,15.0
2023-02-26 23:24,310014,10300,아바돈,11,0.0011,0.002,45.0
2023-02-26 23:24,310014,10300,아누비스,21,0.0021,0.002,5.0
2023-02-26 23:24,310014,10300,여신 칼리,12,0.0012,0.001,20.0
2023-02-26 23:24,310014,10300,엠퍼사이저,21,0.0021,0.002,5.0
2023-02-26 23:24,310014,10300,센티넬,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,스나이퍼 로즈레인,14,0.0014,0.001,40.0
2023-02-26 23:24,310014,10300,각성한 라르카,10,0.001,0.001,0.0
2023-02-26 23:24,310014,10300,카오스 가디언,11,0.0011,0.001,10.0
2023-02-26 23:24,310014,10300,이자벨,13,0.0013,0.001,30.0
2023-02-26 23:24,310014,10300,카를로스,8,0.0008,0.001,20.0
2023-02-26 23:24,310014,10300,미드나잇 에르메스,10,0.001,0.001,0.0
2023-02-26 23:24,310014,10300,휠카셀,17,0.0017,0.002,15.0
2023-02-26 23:24,310014,10300,레오넬,13,0.0013,0.001,30.0
2023-02-26 23:24,310014,10300,엘로이,4,0.0004,0.0005,20.0
2023-02-26 23:24,310014,10300,아델리아,8,0.0008,0.0009,11.1111
2023-02-26 23:24,310014,10300,이안,8,0.0008,0.0009,11.1111
2023-02-26 23:24,310014,10300,팔란,11,0.0011,0.0009,22.2222
2023-02-26 23:24,310014,10300,수라,14,0.0014,0.002,30.0
2023-02-26 23:24,310014,10300,베놈리퍼,10,0.001,0.001,0.0
2023-02-26 23:24,310014,10300,로드 오브 아크리언,3,0.0003,0.0005,40.0
2023-02-26 23:24,310014,10300,오페르시나 어쌔신,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,다크 어쌔신,8,0.0008,0.001,20.0
2023-02-26 23:24,310014,10300,메타트론 어쌔신,26,0.0026,0.002,30.0
2023-02-26 23:24,310014,10300,넵튠 슬레이어,33,0.0033,0.002,65.0
2023-02-26 23:24,310014,10300,암살단 일격,21,0.0021,0.002,5.0
2023-02-26 23:24,310014,10300,미드나잇 아르테미스,18,0.0018,0.002,10.0
2023-02-26 23:24,310014,10300,바알베크의 집행관,19,0.0019,0.002,5.0
2023-02-26 23:24,310014,10300,제롬,12,0.0012,0.001,20.0
2023-02-26 23:24,310014,10300,리치 나이트,12,0.0012,0.0009,33.3333
2023-02-26 23:24,310014,10300,릴리언스,3,0.0003,0.0005,40.0
2023-02-26 23:24,310014,10300,릴리아,6,0.0006,0.0005,20.0
2023-02-26 23:24,310014,10300,릴리안,12,0.0012,0.0009,33.3333
2023-02-26 23:24,310014,10300,라르카 강궁병,11,0.0011,0.0009,22.2222
2023-02-26 23:24,310014,10300,러셀,7,0.0007,0.0005,40.0
2023-02-26 23:24,310014,10300,아레스 아처,3,0.0003,0.0005,40.0
2023-02-26 23:24,310014,10300,라르카 집행자,9,0.0009,0.0009,0.0
2023-02-26 23:24,310014,10300,실피드,5,0.0005,0.0005,0.0
2023-02-26 23:24,630016,10011,다크 나이트,11947,1.1947,1.1898,0.4118
2023-02-26 23:24,630016,10011,데빌헌터,11834,1.1834,1.1898,0.5379
2023-02-26 23:24,630016,10011,메타트론 아처,24723,2.4723,2.4637,0.3491
2023-02-26 23:24,630016,10011,메타트론,24475,2.4475,2.4637,0.6575
2023-02-26 23:24,630016,10011,아폴론,24479,2.4479,2.4637,0.6413
2023-02-26 23:24,630016,10011,아르테미스,24830,2.483,2.4637,0.7834
2023-02-26 23:24,630016,10011,크로노스,24834,2.4834,2.4636,0.8037
2023-02-26 23:24,630016,10011,다크 스팅어,11704,1.1704,1.1898,1.6305
2023-02-26 23:24,630016,10011,엘더 스팅어,11899,1.1899,1.1898,0.0084
2023-02-26 23:24,630016,10011,오페르시나,24534,2.4534,2.4636,0.414
2023-02-26 23:24,630016,10011,크로노스 아처,24722,2.4722,2.4636,0.3491
2023-02-26 23:24,630016,10011,오페르시나 아처,24628,2.4628,2.4636,0.0325
2023-02-26 23:24,630016,10011,비숍,24387,2.4387,2.4636,1.0107
2023-02-26 23:24,630016,10011,발키리,11906,1.1906,1.1898,0.0672
2023-02-26 23:24,630016,10011,에리스,24506,2.4506,2.4636,0.5277
2023-02-26 23:24,630016,10011,넵튠,24435,2.4435,2.4636,0.8159
2023-02-26 23:24,630016,10011,암살단 암흑,24620,2.462,2.4636,0.0649
2023-02-26 23:24,630016,10011,넵튠 아처,24571,2.4571,2.4636,0.2638
2023-02-26 23:24,630016,10011,암살단 칠흑,24392,2.4392,2.4636,0.9904
2023-02-26 23:24,630016,10011,다크 메이지,11834,1.1834,1.1898,0.5379
2023-02-26 23:24,630016,10011,바알베크의 사령관,24547,2.4547,2.4636,0.3613
2023-02-26 23:24,630016,10011,네케브,25157,2.5157,2.4636,2.1148
2023-02-26 23:24,630016,10011,아누비스,24537,2.4537,2.4636,0.4019
2023-02-26 23:24,630016,10011,유피테르의 사념,24656,2.4656,2.4636,0.0812
2023-02-26 23:24,630016,10011,여신 칼리,12001,1.2001,1.1898,0.8657
2023-02-26 23:24,630016,10011,엘사라드,24654,2.4654,2.4636,0.0731
2023-02-26 23:24,630016,10011,아바돈,24437,2.4437,2.4636,0.8078
2023-02-26 23:24,630016,10011,센티넬,24597,2.4597,2.4636,0.1583
2023-02-26 23:24,630016,10011,엠퍼사이저,24645,2.4645,2.4636,0.0365
2023-02-26 23:24,630016,10011,스나이퍼 로즈레인,11780,1.178,1.1898,0.9918
2023-02-26 23:24,630016,10011,각성한 라르카,11845,1.1845,1.1898,0.4455
2023-02-26 23:24,630016,10011,카오스 가디언,11779,1.1779,1.1898,1.0002
2023-02-26 23:24,630016,10011,이자벨,11973,1.1973,1.1898,0.6304
2023-02-26 23:24,630016,10011,카를로스,11946,1.1946,1.1898,0.4034
2023-02-26 23:24,630016,10011,레오넬,11683,1.1683,1.1898,1.807
2023-02-26 23:24,630016,10011,이안,12000,1.2,1.1898,0.8573
2023-02-26 23:24,630016,10011,아델리아,11901,1.1901,1.1898,0.0252
2023-02-26 23:24,630016,10011,미드나잇 에르메스,11816,1.1816,1.1898,0.6892
2023-02-26 23:24,630016,10011,팔란,11949,1.1949,1.1898,0.4286
2023-02-26 23:24,630016,10011,수라,24705,2.4705,2.4636,0.2801
2023-02-26 23:24,630016,10011,베놈리퍼,11945,1.1945,1.1898,0.395
2023-02-26 23:24,630016,10011,다크 어쌔신,11931,1.1931,1.1898,0.2774
2023-02-26 23:24,630016,10011,오페르시나 어쌔신,24542,2.4542,2.4636,0.3816
2023-02-26 23:24,630016,10011,메타트론 어쌔신,24765,2.4765,2.4636,0.5236
2023-02-26 23:24,630016,10011,넵튠 슬레이어,24909,2.4909,2.4636,1.1081
2023-02-26 23:24,630016,10011,암살단 일격,24793,2.4793,2.4636,0.6373
2023-02-26 23:24,630016,10011,바알베크의 집행관,24728,2.4728,2.4636,0.3734
2023-02-26 23:24,630016,10011,제롬,11860,1.186,1.1898,0.3194
2023-02-26 23:24,630016,10011,리치 나이트,11942,1.1942,1.1898,0.3698
2023-02-26 23:24,630016,10011,미드나잇 아르테미스,24808,2.4808,2.4636,0.6982
2023-02-26 23:24,630016,10011,라르카 강궁병,12020,1.202,1.1898,1.0254
2023-02-26 23:24,630016,10011,릴리안,11951,1.1951,1.1898,0.4455
2023-02-26 23:24,630016,10011,라르카 집행자,11938,1.1938,1.1898,0.3362
2023-02-26 23:24,630015,10010,인페르노,52867,5.2867,5.2632,0.4465
2023-02-26 23:24,630015,10010,인페르노 위저드,52416,5.2416,5.2632,0.4104
2023-02-26 23:24,630015,10010,인페르노 아처,52898,5.2898,5.2632,0.5054
2023-02-26 23:24,630015,10010,벨리타,52516,5.2516,5.2632,0.2204
2023-02-26 23:24,630015,10010,벨켄,52982,5.2982,5.2632,0.665
2023-02-26 23:24,630015,10010,호텐 플로츠,52397,5.2397,5.2632,0.4465
2023-02-26 23:24,630015,10010,카를린,52875,5.2875,5.2632,0.4617
2023-02-26 23:24,630015,10010,바이스,52776,5.2776,5.2632,0.2736
2023-02-26 23:24,630015,10010,네드라스,52777,5.2777,5.2632,0.2755
2023-02-26 23:24,630015,10010,용 수호자 카발,52668,5.2668,5.2631,0.0703
2023-02-26 23:24,630015,10010,용 수호자 엘리아,52354,5.2354,5.2631,0.5263
2023-02-26 23:24,630015,10010,크리스,52474,5.2474,5.2632,0.3002
2023-02-26 23:24,630015,10010,용 수호자 디트리오,52817,5.2817,5.2631,0.3534
2023-02-26 23:24,630015,10010,용 수호자 셀라,52358,5.2358,5.2631,0.5187
2023-02-26 23:24,630015,10010,인페르노 어쌔신,52673,5.2673,5.2632,0.0779
2023-02-26 23:24,630015,10010,바다의 헤라켄,52723,5.2723,5.2631,0.1748
2023-02-26 23:24,630015,10010,불꽃의 벨제뷔트,52306,5.2306,5.2631,0.6175
2023-02-26 23:24,630015,10010,바람의 유게네스,52948,5.2948,5.2631,0.6023
2023-02-26 23:24,630015,10010,대지의 가이아스,52175,5.2175,5.2631,0.8664
2023-02-26 23:24,630017,10012,그리헨텔,125154,12.5154,12.5,0.1232
2023-02-26 23:24,630017,10012,메테오스 아처,124970,12.497,12.5,0.024
2023-02-26 23:24,630017,10012,메테오스,124700,12.47,12.5,0.24
2023-02-26 23:24,630017,10012,메테오스 위저드,125042,12.5042,12.5,0.0336
2023-02-26 23:24,630017,10012,메테오스 어쌔신,124874,12.4874,12.5,0.1008
2023-02-26 23:24,630017,10012,그리헨텔 아처,124733,12.4733,12.5,0.2136
2023-02-26 23:24,630017,10012,그리헨텔 위저드,125150,12.515,12.5,0.12
2023-02-26 23:24,630017,10012,그리헨텔 어쌔신,125377,12.5377,12.5,0.3016
2023-02-26 23:24,310006,10005,래서 아스타로트,18087,1.8087,1.8136,0.2702
2023-02-26 23:24,310006,10005,노아스,18232,1.8232,1.8135,0.5349
2023-02-26 23:24,310006,10005,몽크마스터,18050,1.805,1.8136,0.4742
2023-02-26 23:24,310006,10005,레프리컨,18030,1.803,1.8136,0.5845
2023-02-26 23:24,310006,10005,드래곤 나이트,18104,1.8104,1.8135,0.1709
2023-02-26 23:24,310006,10005,엘라임,18160,1.816,1.8135,0.1379
2023-02-26 23:24,310006,10005,퓨리,18269,1.8269,1.8135,0.7389
2023-02-26 23:24,310006,10005,수호자 엘리엇,18268,1.8268,1.8135,0.7334
2023-02-26 23:24,310006,10005,크루얼 크루세이더,18243,1.8243,1.8135,0.5955
2023-02-26 23:24,310006,10005,광휘의 엘윈더,13553,1.3553,1.3748,1.4184
2023-02-26 23:24,310006,10005,래서 루시퍼,17937,1.7937,1.8135,1.0918
2023-02-26 23:24,310006,10005,드래곤 나이트 아처,18170,1.817,1.8135,0.193
2023-02-26 23:24,310006,10005,님로드 크루세이더,18017,1.8017,1.8135,0.6507
2023-02-26 23:24,310006,10005,광휘의 엘로라,18173,1.8173,1.8135,0.2095
2023-02-26 23:24,310006,10005,파이어 데몬,17979,1.7979,1.8135,0.8602
2023-02-26 23:24,310006,10005,네크로맨서,18187,1.8187,1.8135,0.2867
2023-02-26 23:24,310006,10005,쉐이드 웨폰,18109,1.8109,1.8135,0.1434
2023-02-26 23:24,310006,10005,슈리엘,17957,1.7957,1.8135,0.9815
2023-02-26 23:24,310006,10005,시아페,18202,1.8202,1.8135,0.3695
2023-02-26 23:24,310006,10005,골든 엠페러,18222,1.8222,1.8135,0.4797
2023-02-26 23:24,310006,10005,레이커,18213,1.8213,1.8135,0.4301
2023-02-26 23:24,310006,10005,타락한 엘프,18257,1.8257,1.8135,0.6727
2023-02-26 23:24,310006,10005,데스마스터,13791,1.3791,1.3748,0.3128
2023-02-26 23:24,310006,10005,문라이트 네메시스,18292,1.8292,1.8135,0.8657
2023-02-26 23:24,310006,10005,가이아,18055,1.8055,1.8135,0.4411
2023-02-26 23:24,310006,10005,수호자 엘리시스,13698,1.3698,1.3748,0.3637
2023-02-26 23:24,310006,10005,타락한 엘프 아처,17848,1.7848,1.8135,1.5826
2023-02-26 23:24,310006,10005,골든 엠페러 아처,17932,1.7932,1.8135,1.1194
2023-02-26 23:24,310006,10005,데스마스터 아처,13729,1.3729,1.3748,0.1382
2023-02-26 23:24,310006,10005,가이아 거너,18173,1.8173,1.8135,0.2095
2023-02-26 23:24,310006,10005,스핀들 네메시스,18262,1.8262,1.8135,0.7003
2023-02-26 23:24,310006,10005,미드나잇 셀린느,13658,1.3658,1.3748,0.6546
2023-02-26 23:24,310006,10005,캡틴 라이칸,13716,1.3716,1.3748,0.2328
2023-02-26 23:24,310006,10005,프린세스,13713,1.3713,1.3748,0.2546
2023-02-26 23:24,310006,10005,차크람 소녀,18124,1.8124,1.8135,0.0607
2023-02-26 23:24,310006,10005,체인 인큐버스,4260,0.426,0.4266,0.1406
2023-02-26 23:24,310006,10005,길가메쉬 나이트,18174,1.8174,1.8135,0.2151
2023-02-26 23:24,310006,10005,헌터 노바,13907,1.3907,1.3748,1.1565
2023-02-26 23:24,310006,10005,길가메쉬 아처,18394,1.8394,1.8135,1.4282
2023-02-26 23:24,310006,10005,바바리안,17970,1.797,1.8135,0.9098
2023-02-26 23:24,310006,10005,에리세드,18227,1.8227,1.8135,0.5073
2023-02-26 23:24,310006,10005,아스모데우스,13846,1.3846,1.3748,0.7128
2023-02-26 23:24,310006,10005,아크데몬,18237,1.8237,1.8135,0.5624
2023-02-26 23:24,310006,10005,아수라,18183,1.8183,1.8135,0.2647
2023-02-26 23:24,310006,10005,글래디에이터,18124,1.8124,1.8135,0.0607
2023-02-26 23:24,310006,10005,황천의 기사,18227,1.8227,1.8135,0.5073
2023-02-26 23:24,310006,10005,라르카 집정관,18255,1.8255,1.8135,0.6617
2023-02-26 23:24,310006,10005,헤라클레스,18245,1.8245,1.8135,0.6066
2023-02-26 23:24,310006,10005,리치 킹,18132,1.8132,1.8135,0.0165
2023-02-26 23:24,310006,10005,황천의 레인저,17955,1.7955,1.8135,0.9926
2023-02-26 23:24,310006,10005,렉스,18167,1.8167,1.8135,0.1765
2023-02-26 23:24,310006,10005,그룸프,13690,1.369,1.3748,0.4219
2023-02-26 23:24,310006,10005,캐서린,13820,1.382,1.3748,0.5237
2023-02-26 23:24,310006,10005,나이트 오브 퀸,4170,0.417,0.4266,2.2504
2023-02-26 23:24,310006,10005,나디아,4273,0.4273,0.4266,0.1641
2023-02-26 23:24,310006,10005,파이어 워크스,4212,0.4212,0.4266,1.2658
2023-02-26 23:24,310006,10005,시리아,4223,0.4223,0.4266,1.008
2023-02-26 23:24,310006,10005,디아나,4210,0.421,0.4266,1.3127
2023-02-26 23:24,310006,10005,트루디,4173,0.4173,0.4266,2.18
2023-02-26 23:24,310006,10005,시에나,13765,1.3765,1.3748,0.1237
2023-02-26 23:24,310006,10005,코사르,13855,1.3855,1.3748,0.7783
2023-02-26 23:24,310006,10005,베자렐,4260,0.426,0.4266,0.1406
2023-02-26 23:24,310006,10005,센토,13703,1.3703,1.3748,0.3273
2023-02-26 23:24,310006,10005,파시에,4291,0.4291,0.4266,0.586
2023-02-26 23:24,310006,10005,벨라,4233,0.4233,0.4266,0.7736
