mID,mName,mSubType,mRarity
13250,+10 벨켄의 전투단검,2,3
13251,+11 벨켄의 전투단검,2,3
13252,+12 벨켄의 전투단검,2,3
13253,+13 벨켄의 전투단검,2,3
13260,+0 인페르노의 전투단검,2,3
13261,+1 인페르노의 전투단검,2,3
13262,+2 인페르노의 전투단검,2,3
13263,+3 인페르노의 전투단검,2,3
13264,+4 인페르노의 전투단검,2,3
13265,+5 인페르노의 전투단검,2,3
13266,+6 인페르노의 전투단검,2,3
13267,+7 인페르노의 전투단검,2,3
13268,+8 인페르노의 전투단검,2,3
13269,+9 인페르노의 전투단검,2,3
13270,+10 인페르노의 전투단검,2,3
13271,+11 인페르노의 전투단검,2,3
13272,+12 인페르노의 전투단검,2,3
13273,+13 인페르노의 전투단검,2,3
13280,+0 발키리의 전투단검,2,3
13281,+1 발키리의 전투단검,2,3
13282,+2 발키리의 전투단검,2,3
13283,+3 발키리의 전투단검,2,3
13284,+4 발키리의 전투단검,2,3
13285,+5 발키리의 전투단검,2,3
13286,+6 발키리의 전투단검,2,3
13287,+7 발키리의 전투단검,2,3
13288,+8 발키리의 전투단검,2,3
13289,+9 발키리의 전투단검,2,3
13290,+10 발키리의 전투단검,2,3
13291,+11 발키리의 전투단검,2,3
13292,+12 발키리의 전투단검,2,3
13293,+13 발키리의 전투단검,2,3
13300,+0 다크 나이트의 전투단검,2,3
13301,+1 다크 나이트의 전투단검,2,3
13302,+2 다크 나이트의 전투단검,2,3
13303,+3 다크 나이트의 전투단검,2,3
13304,+4 다크 나이트의 전투단검,2,3
13305,+5 다크 나이트의 전투단검,2,3
13306,+6 다크 나이트의 전투단검,2,3
13307,+7 다크 나이트의 전투단검,2,3
13308,+8 다크 나이트의 전투단검,2,3
13309,+9 다크 나이트의 전투단검,2,3
13310,+10 다크 나이트의 전투단검,2,3
13311,+11 다크 나이트의 전투단검,2,3
13312,+12 다크 나이트의 전투단검,2,3
13313,+13 다크 나이트의 전투단검,2,3
13320,+0 각성한 라르카의 전투단검,2,3
13321,+1 각성한 라르카의 전투단검,2,3
13322,+2 각성한 라르카의 전투단검,2,3
13323,+3 각성한 라르카의 전투단검,2,3
13324,+4 각성한 라르카의 전투단검,2,3
13325,+5 각성한 라르카의 전투단검,2,3
13326,+6 각성한 라르카의 전투단검,2,3
13327,+7 각성한 라르카의 전투단검,2,3
13328,+8 각성한 라르카의 전투단검,2,3
13329,+9 각성한 라르카의 전투단검,2,3
13330,+10 각성한 라르카의 전투단검,2,3
13331,+11 각성한 라르카의 전투단검,2,3
13332,+12 각성한 라르카의 전투단검,2,3
13333,+13 각성한 라르카의 전투단검,2,3
13340,+0 여신 칼리의 전투단검,2,3
13341,+1 여신 칼리의 전투단검,2,3
13342,+2 여신 칼리의 전투단검,2,3
13343,+3 여신 칼리의 전투단검,2,3
13344,+4 여신 칼리의 전투단검,2,3
13345,+5 여신 칼리의 전투단검,2,3
13346,+6 여신 칼리의 전투단검,2,3
13347,+7 여신 칼리의 전투단검,2,3
13348,+8 여신 칼리의 전투단검,2,3
13349,+9 여신 칼리의 전투단검,2,3
13350,+10 여신 칼리의 전투단검,2,3
13351,+11 여신 칼리의 전투단검,2,3
13352,+12 여신 칼리의 전투단검,2,3
13353,+13 여신 칼리의 전투단검,2,3
13360,+0 유피테르 사념의 전투단검,2,3
13361,+1 유피테르 사념의 전투단검,2,3
13362,+2 유피테르 사념의 전투단검,2,3
13363,+3 유피테르 사념의 전투단검,2,3
13364,+4 유피테르 사념의 전투단검,2,3
13365,+5 유피테르 사념의 전투단검,2,3
13366,+6 유피테르 사념의 전투단검,2,3
13367,+7 유피테르 사념의 전투단검,2,3
13368,+8 유피테르 사념의 전투단검,2,3
13369,+9 유피테르 사념의 전투단검,2,3
13370,+10 유피테르 사념의 전투단검,2,3
13371,+11 유피테르 사념의 전투단검,2,3
13372,+12 유피테르 사념의 전투단검,2,3
13373,+13 유피테르 사념의 전투단검,2,3
13380,+0 크리스,80,3
13381,+1 크리스,80,3
13382,+2 크리스,80,3
13383,+3 크리스,80,3
13384,+4 크리스,80,3
13385,+5 크리스,80,3
13386,+6 크리스,80,3
13387,+7 크리스,80,3
13388,+8 크리스,80,3
13389,+9 크리스,80,3
13390,+10 크리스,80,3
13391,+11 크리스,80,3
13392,+12 크리스,80,3
13393,+13 크리스,80,3
13400,+0 수라의 전투단검,80,3
13401,+1 수라의 전투단검,80,3
13402,+2 수라의 전투단검,80,3
13403,+3 수라의 전투단검,80,3
13404,+4 수라의 전투단검,80,3
13405,+5 수라의 전투단검,80,3
13406,+6 수라의 전투단검,80,3
13407,+7 수라의 전투단검,80,3
13408,+8 수라의 전투단검,80,3
13409,+9 수라의 전투단검,80,3
13410,+10 수라의 전투단검,80,3
13411,+11 수라의 전투단검,80,3
13412,+12 수라의 전투단검,80,3
13413,+13 수라의 전투단검,80,3
13420,+0 수라의 퇴마단검,80,3
13421,+1 수라의 퇴마단검,80,3
13422,+2 수라의 퇴마단검,80,3
13423,+3 수라의 퇴마단검,80,3
13424,+4 수라의 퇴마단검,80,3
13425,+5 수라의 퇴마단검,80,3
13426,+6 수라의 퇴마단검,80,3
13427,+7 수라의 퇴마단검,80,3
13428,+8 수라의 퇴마단검,80,3
13429,+9 수라의 퇴마단검,80,3
13430,+10 수라의 퇴마단검,80,3
13431,+11 수라의 퇴마단검,80,3
13432,+12 수라의 퇴마단검,80,3
13433,+13 수라의 퇴마단검,80,3
13440,+0 베놈리퍼의 전투단검,80,3
13441,+1 베놈리퍼의 전투단검,80,3
13442,+2 베놈리퍼의 전투단검,80,3
13443,+3 베놈리퍼의 전투단검,80,3
13444,+4 베놈리퍼의 전투단검,80,3
13445,+5 베놈리퍼의 전투단검,80,3
13446,+6 베놈리퍼의 전투단검,80,3
13447,+7 베놈리퍼의 전투단검,80,3
13448,+8 베놈리퍼의 전투단검,80,3
13449,+9 베놈리퍼의 전투단검,80,3
13450,+10 베놈리퍼의 전투단검,80,3
13451,+11 베놈리퍼의 전투단검,80,3
13452,+12 베놈리퍼의 전투단검,80,3
13453,+13 베놈리퍼의 전투단검,80,3
13460,+0 베놈리퍼의 퇴마단검,80,3
13461,+1 베놈리퍼의 퇴마단검,80,3
13462,+2 베놈리퍼의 퇴마단검,80,3
13463,+3 베놈리퍼의 퇴마단검,80,3
13464,+4 베놈리퍼의 퇴마단검,80,3
13465,+5 베놈리퍼의 퇴마단검,80,3
13466,+6 베놈리퍼의 퇴마단검,80,3
13467,+7 베놈리퍼의 퇴마단검,80,3
13468,+8 베놈리퍼의 퇴마단검,80,3
13469,+9 베놈리퍼의 퇴마단검,80,3
13470,+10 베놈리퍼의 퇴마단검,80,3
13471,+11 베놈리퍼의 퇴마단검,80,3
13472,+12 베놈리퍼의 퇴마단검,80,3
13473,+13 베놈리퍼의 퇴마단검,80,3
13480,+0 블랙 데빌리스의 전투단검,80,3
13481,+1 블랙 데빌리스의 전투단검,80,3
13482,+2 블랙 데빌리스의 전투단검,80,3
13483,+3 블랙 데빌리스의 전투단검,80,3
13484,+4 블랙 데빌리스의 전투단검,80,3
13485,+5 블랙 데빌리스의 전투단검,80,3
13486,+6 블랙 데빌리스의 전투단검,80,3
13487,+7 블랙 데빌리스의 전투단검,80,3
13488,+8 블랙 데빌리스의 전투단검,80,3
13489,+9 블랙 데빌리스의 전투단검,80,3
13490,+10 블랙 데빌리스의 전투단검,80,3
13491,+11 블랙 데빌리스의 전투단검,80,3
13492,+12 블랙 데빌리스의 전투단검,80,3
13493,+13 블랙 데빌리스의 전투단검,80,3
13500,+0 블랙 데빌리스의 퇴마단검,80,3
13501,+1 블랙 데빌리스의 퇴마단검,80,3
13502,+2 블랙 데빌리스의 퇴마단검,80,3
13503,+3 블랙 데빌리스의 퇴마단검,80,3
13504,+4 블랙 데빌리스의 퇴마단검,80,3
13505,+5 블랙 데빌리스의 퇴마단검,80,3
13506,+6 블랙 데빌리스의 퇴마단검,80,3
13507,+7 블랙 데빌리스의 퇴마단검,80,3
13508,+8 블랙 데빌리스의 퇴마단검,80,3
13509,+9 블랙 데빌리스의 퇴마단검,80,3
13510,+10 블랙 데빌리스의 퇴마단검,80,3
13511,+11 블랙 데빌리스의 퇴마단검,80,3
13512,+12 블랙 데빌리스의 퇴마단검,80,3
13513,+13 블랙 데빌리스의 퇴마단검,80,3
13520,+0 다크 어쌔신의 전투단검,80,3
13521,+1 다크 어쌔신의 전투단검,80,3
13522,+2 다크 어쌔신의 전투단검,80,3
13523,+3 다크 어쌔신의 전투단검,80,3
13524,+4 다크 어쌔신의 전투단검,80,3
13525,+5 다크 어쌔신의 전투단검,80,3
13526,+6 다크 어쌔신의 전투단검,80,3
13527,+7 다크 어쌔신의 전투단검,80,3
13528,+8 다크 어쌔신의 전투단검,80,3
13529,+9 다크 어쌔신의 전투단검,80,3
13530,+10 다크 어쌔신의 전투단검,80,3
13531,+11 다크 어쌔신의 전투단검,80,3
13532,+12 다크 어쌔신의 전투단검,80,3
13533,+13 다크 어쌔신의 전투단검,80,3
13540,+0 다크 어쌔신의 퇴마단검,80,3
13541,+1 다크 어쌔신의 퇴마단검,80,3
13542,+2 다크 어쌔신의 퇴마단검,80,3
13543,+3 다크 어쌔신의 퇴마단검,80,3
13544,+4 다크 어쌔신의 퇴마단검,80,3
13545,+5 다크 어쌔신의 퇴마단검,80,3
13546,+6 다크 어쌔신의 퇴마단검,80,3
13547,+7 다크 어쌔신의 퇴마단검,80,3
13548,+8 다크 어쌔신의 퇴마단검,80,3
13549,+9 다크 어쌔신의 퇴마단검,80,3
13550,+10 다크 어쌔신의 퇴마단검,80,3
13551,+11 다크 어쌔신의 퇴마단검,80,3
13552,+12 다크 어쌔신의 퇴마단검,80,3
13553,+13 다크 어쌔신의 퇴마단검,80,3
13560,+0 오페르시나 어쌔신의 전투단검,80,3
13561,+1 오페르시나 어쌔신의 전투단검,80,3
13562,+2 오페르시나 어쌔신의 전투단검,80,3
13563,+3 오페르시나 어쌔신의 전투단검,80,3
13564,+4 오페르시나 어쌔신의 전투단검,80,3
13565,+5 오페르시나 어쌔신의 전투단검,80,3
13566,+6 오페르시나 어쌔신의 전투단검,80,3
13567,+7 오페르시나 어쌔신의 전투단검,80,3
13568,+8 오페르시나 어쌔신의 전투단검,80,3
13569,+9 오페르시나 어쌔신의 전투단검,80,3
13570,+10 오페르시나 어쌔신의 전투단검,80,3
13571,+11 오페르시나 어쌔신의 전투단검,80,3
13572,+12 오페르시나 어쌔신의 전투단검,80,3
13573,+13 오페르시나 어쌔신의 전투단검,80,3
13580,+0 오페르시나 어쌔신의 퇴마단검,80,3
13581,+1 오페르시나 어쌔신의 퇴마단검,80,3
13582,+2 오페르시나 어쌔신의 퇴마단검,80,3
13583,+3 오페르시나 어쌔신의 퇴마단검,80,3
13584,+4 오페르시나 어쌔신의 퇴마단검,80,3
13585,+5 오페르시나 어쌔신의 퇴마단검,80,3
13586,+6 오페르시나 어쌔신의 퇴마단검,80,3
13587,+7 오페르시나 어쌔신의 퇴마단검,80,3
13588,+8 오페르시나 어쌔신의 퇴마단검,80,3
13589,+9 오페르시나 어쌔신의 퇴마단검,80,3
13590,+10 오페르시나 어쌔신의 퇴마단검,80,3
13591,+11 오페르시나 어쌔신의 퇴마단검,80,3
13592,+12 오페르시나 어쌔신의 퇴마단검,80,3
13593,+13 오페르시나 어쌔신의 퇴마단검,80,3
13600,+0 메타트론 어쌔신의 전투단검,80,3
13601,+1 메타트론 어쌔신의 전투단검,80,3
13602,+2 메타트론 어쌔신의 전투단검,80,3
13603,+3 메타트론 어쌔신의 전투단검,80,3
13604,+4 메타트론 어쌔신의 전투단검,80,3
13605,+5 메타트론 어쌔신의 전투단검,80,3
13606,+6 메타트론 어쌔신의 전투단검,80,3
13607,+7 메타트론 어쌔신의 전투단검,80,3
13608,+8 메타트론 어쌔신의 전투단검,80,3
13609,+9 메타트론 어쌔신의 전투단검,80,3
13610,+10 메타트론 어쌔신의 전투단검,80,3
13611,+11 메타트론 어쌔신의 전투단검,80,3
13612,+12 메타트론 어쌔신의 전투단검,80,3
13613,+13 메타트론 어쌔신의 전투단검,80,3
13620,+0 메타트론 어쌔신의 퇴마단검,80,3
13621,+1 메타트론 어쌔신의 퇴마단검,80,3
13622,+2 메타트론 어쌔신의 퇴마단검,80,3
13623,+3 메타트론 어쌔신의 퇴마단검,80,3
13624,+4 메타트론 어쌔신의 퇴마단검,80,3
13625,+5 메타트론 어쌔신의 퇴마단검,80,3
13626,+6 메타트론 어쌔신의 퇴마단검,80,3
13627,+7 메타트론 어쌔신의 퇴마단검,80,3
13628,+8 메타트론 어쌔신의 퇴마단검,80,3
13629,+9 메타트론 어쌔신의 퇴마단검,80,3
13630,+10 메타트론 어쌔신의 퇴마단검,80,3
13631,+11 메타트론 어쌔신의 퇴마단검,80,3
13632,+12 메타트론 어쌔신의 퇴마단검,80,3
13633,+13 메타트론 어쌔신의 퇴마단검,80,3
13640,+0 넵튠 슬레이어의 전투단검,80,3
13641,+1 넵튠 슬레이어의 전투단검,80,3
13642,+2 넵튠 슬레이어의 전투단검,80,3
13643,+3 넵튠 슬레이어의 전투단검,80,3
13644,+4 넵튠 슬레이어의 전투단검,80,3
13645,+5 넵튠 슬레이어의 전투단검,80,3
13646,+6 넵튠 슬레이어의 전투단검,80,3
13647,+7 넵튠 슬레이어의 전투단검,80,3
13648,+8 넵튠 슬레이어의 전투단검,80,3
13649,+9 넵튠 슬레이어의 전투단검,80,3
13650,+10 넵튠 슬레이어의 전투단검,80,3
13651,+11 넵튠 슬레이어의 전투단검,80,3
13652,+12 넵튠 슬레이어의 전투단검,80,3
13653,+13 넵튠 슬레이어의 전투단검,80,3
13660,+0 넵튠 슬레이어의 퇴마단검,80,3
13661,+1 넵튠 슬레이어의 퇴마단검,80,3
13662,+2 넵튠 슬레이어의 퇴마단검,80,3
13663,+3 넵튠 슬레이어의 퇴마단검,80,3
13664,+4 넵튠 슬레이어의 퇴마단검,80,3
13665,+5 넵튠 슬레이어의 퇴마단검,80,3
13666,+6 넵튠 슬레이어의 퇴마단검,80,3
13667,+7 넵튠 슬레이어의 퇴마단검,80,3
13668,+8 넵튠 슬레이어의 퇴마단검,80,3
13669,+9 넵튠 슬레이어의 퇴마단검,80,3
13670,+10 넵튠 슬레이어의 퇴마단검,80,3
13671,+11 넵튠 슬레이어의 퇴마단검,80,3
13672,+12 넵튠 슬레이어의 퇴마단검,80,3
13673,+13 넵튠 슬레이어의 퇴마단검,80,3
13680,+0 암살단 일격의 전투단검,80,3
13681,+1 암살단 일격의 전투단검,80,3
13682,+2 암살단 일격의 전투단검,80,3
13683,+3 암살단 일격의 전투단검,80,3
13684,+4 암살단 일격의 전투단검,80,3
13685,+5 암살단 일격의 전투단검,80,3
13686,+6 암살단 일격의 전투단검,80,3
13687,+7 암살단 일격의 전투단검,80,3
13688,+8 암살단 일격의 전투단검,80,3
13689,+9 암살단 일격의 전투단검,80,3
13690,+10 암살단 일격의 전투단검,80,3
13691,+11 암살단 일격의 전투단검,80,3
13692,+12 암살단 일격의 전투단검,80,3
13693,+13 암살단 일격의 전투단검,80,3
13700,+0 암살단 일격의 퇴마단검,80,3
13701,+1 암살단 일격의 퇴마단검,80,3
13702,+2 암살단 일격의 퇴마단검,80,3
13703,+3 암살단 일격의 퇴마단검,80,3
13704,+4 암살단 일격의 퇴마단검,80,3
13705,+5 암살단 일격의 퇴마단검,80,3
13706,+6 암살단 일격의 퇴마단검,80,3
13707,+7 암살단 일격의 퇴마단검,80,3
13708,+8 암살단 일격의 퇴마단검,80,3
13709,+9 암살단 일격의 퇴마단검,80,3
13710,+10 암살단 일격의 퇴마단검,80,3
13711,+11 암살단 일격의 퇴마단검,80,3
13712,+12 암살단 일격의 퇴마단검,80,3
13713,+13 암살단 일격의 퇴마단검,80,3
13720,+0 바알베크 집행관의 전투단검,80,3
13721,+1 바알베크 집행관의 전투단검,80,3
13722,+2 바알베크 집행관의 전투단검,80,3
13723,+3 바알베크 집행관의 전투단검,80,3
13724,+4 바알베크 집행관의 전투단검,80,3
13725,+5 바알베크 집행관의 전투단검,80,3
13726,+6 바알베크 집행관의 전투단검,80,3
13727,+7 바알베크 집행관의 전투단검,80,3
13728,+8 바알베크 집행관의 전투단검,80,3
13729,+9 바알베크 집행관의 전투단검,80,3
13730,+10 바알베크 집행관의 전투단검,80,3
13731,+11 바알베크 집행관의 전투단검,80,3
13732,+12 바알베크 집행관의 전투단검,80,3
13733,+13 바알베크 집행관의 전투단검,80,3
13740,+0 바알베크 집행관의 퇴마단검,80,3
13741,+1 바알베크 집행관의 퇴마단검,80,3
13742,+2 바알베크 집행관의 퇴마단검,80,3
13743,+3 바알베크 집행관의 퇴마단검,80,3
13744,+4 바알베크 집행관의 퇴마단검,80,3
13745,+5 바알베크 집행관의 퇴마단검,80,3
13746,+6 바알베크 집행관의 퇴마단검,80,3
13747,+7 바알베크 집행관의 퇴마단검,80,3
13748,+8 바알베크 집행관의 퇴마단검,80,3
13749,+9 바알베크 집행관의 퇴마단검,80,3
13750,+10 바알베크 집행관의 퇴마단검,80,3
13751,+11 바알베크 집행관의 퇴마단검,80,3
13752,+12 바알베크 집행관의 퇴마단검,80,3
13753,+13 바알베크 집행관의 퇴마단검,80,3
13760,+0 미드나잇 아르테미스의 전투단검,80,3
13761,+1 미드나잇 아르테미스의 전투단검,80,3
13762,+2 미드나잇 아르테미스의 전투단검,80,3
13763,+3 미드나잇 아르테미스의 전투단검,80,3
13764,+4 미드나잇 아르테미스의 전투단검,80,3
13765,+5 미드나잇 아르테미스의 전투단검,80,3
13766,+6 미드나잇 아르테미스의 전투단검,80,3
13767,+7 미드나잇 아르테미스의 전투단검,80,3
13768,+8 미드나잇 아르테미스의 전투단검,80,3
13769,+9 미드나잇 아르테미스의 전투단검,80,3
13770,+10 미드나잇 아르테미스의 전투단검,80,3
13771,+11 미드나잇 아르테미스의 전투단검,80,3
13772,+12 미드나잇 아르테미스의 전투단검,80,3
13773,+13 미드나잇 아르테미스의 전투단검,80,3
13780,+0 미드나잇 아르테미스의 퇴마단검,80,3
13781,+1 미드나잇 아르테미스의 퇴마단검,80,3
13782,+2 미드나잇 아르테미스의 퇴마단검,80,3
13783,+3 미드나잇 아르테미스의 퇴마단검,80,3
13784,+4 미드나잇 아르테미스의 퇴마단검,80,3
13785,+5 미드나잇 아르테미스의 퇴마단검,80,3
13786,+6 미드나잇 아르테미스의 퇴마단검,80,3
13787,+7 미드나잇 아르테미스의 퇴마단검,80,3
13788,+8 미드나잇 아르테미스의 퇴마단검,80,3
13789,+9 미드나잇 아르테미스의 퇴마단검,80,3
13790,+10 미드나잇 아르테미스의 퇴마단검,80,3
13791,+11 미드나잇 아르테미스의 퇴마단검,80,3
13792,+12 미드나잇 아르테미스의 퇴마단검,80,3
13793,+13 미드나잇 아르테미스의 퇴마단검,80,3
13800,+0 크리스의 전투단검,80,3
13801,+1 크리스의 전투단검,80,3
13802,+2 크리스의 전투단검,80,3
13803,+3 크리스의 전투단검,80,3
13804,+4 크리스의 전투단검,80,3
13805,+5 크리스의 전투단검,80,3
13806,+6 크리스의 전투단검,80,3
13807,+7 크리스의 전투단검,80,3
13808,+8 크리스의 전투단검,80,3
13809,+9 크리스의 전투단검,80,3
13810,+10 크리스의 전투단검,80,3
13811,+11 크리스의 전투단검,80,3
13812,+12 크리스의 전투단검,80,3
13813,+13 크리스의 전투단검,80,3
13820,+0 크리스의 퇴마단검,80,3
13821,+1 크리스의 퇴마단검,80,3
13822,+2 크리스의 퇴마단검,80,3
13823,+3 크리스의 퇴마단검,80,3
13824,+4 크리스의 퇴마단검,80,3
13825,+5 크리스의 퇴마단검,80,3
13826,+6 크리스의 퇴마단검,80,3
13827,+7 크리스의 퇴마단검,80,3
13828,+8 크리스의 퇴마단검,80,3
13829,+9 크리스의 퇴마단검,80,3
13830,+10 크리스의 퇴마단검,80,3
13831,+11 크리스의 퇴마단검,80,3
13832,+12 크리스의 퇴마단검,80,3
13833,+13 크리스의 퇴마단검,80,3
13840,+0 인페르노 어쌔신의 전투단검,80,3
13841,+1 인페르노 어쌔신의 전투단검,80,3
13842,+2 인페르노 어쌔신의 전투단검,80,3
13843,+3 인페르노 어쌔신의 전투단검,80,3
13844,+4 인페르노 어쌔신의 전투단검,80,3
13845,+5 인페르노 어쌔신의 전투단검,80,3
13846,+6 인페르노 어쌔신의 전투단검,80,3
13847,+7 인페르노 어쌔신의 전투단검,80,3
13848,+8 인페르노 어쌔신의 전투단검,80,3
13849,+9 인페르노 어쌔신의 전투단검,80,3
13850,+10 인페르노 어쌔신의 전투단검,80,3
13851,+11 인페르노 어쌔신의 전투단검,80,3
13852,+12 인페르노 어쌔신의 전투단검,80,3
13853,+13 인페르노 어쌔신의 전투단검,80,3
13860,+0 인페르노 어쌔신의 퇴마단검,80,3
13861,+1 인페르노 어쌔신의 퇴마단검,80,3
13862,+2 인페르노 어쌔신의 퇴마단검,80,3
13863,+3 인페르노 어쌔신의 퇴마단검,80,3
13864,+4 인페르노 어쌔신의 퇴마단검,80,3
13865,+5 인페르노 어쌔신의 퇴마단검,80,3
13866,+6 인페르노 어쌔신의 퇴마단검,80,3
13867,+7 인페르노 어쌔신의 퇴마단검,80,3
13868,+8 인페르노 어쌔신의 퇴마단검,80,3
13869,+9 인페르노 어쌔신의 퇴마단검,80,3
13870,+10 인페르노 어쌔신의 퇴마단검,80,3
13871,+11 인페르노 어쌔신의 퇴마단검,80,3
13872,+12 인페르노 어쌔신의 퇴마단검,80,3
13873,+13 인페르노 어쌔신의 퇴마단검,80,3
13880,+0 쉐도우 크리스,80,3
13881,+1 쉐도우 크리스,80,3
13882,+2 쉐도우 크리스,80,3
13883,+3 쉐도우 크리스,80,3
13884,+4 쉐도우 크리스,80,3
13885,+5 쉐도우 크리스,80,3
13886,+6 쉐도우 크리스,80,3
13887,+7 쉐도우 크리스,80,3
13888,+8 쉐도우 크리스,80,3
13889,+9 쉐도우 크리스,80,3
13890,+10 쉐도우 크리스,80,3
13891,+11 쉐도우 크리스,80,3
13892,+12 쉐도우 크리스,80,3
13893,+13 쉐도우 크리스,80,3
13900,+0 인내의 용수호자 단검,2,3
13901,+1 인내의 용수호자 단검,2,3
13902,+2 인내의 용수호자 단검,2,3
13903,+3 인내의 용수호자 단검,2,3
13904,+4 인내의 용수호자 단검,2,3
13905,+5 인내의 용수호자 단검,2,3
13906,+6 인내의 용수호자 단검,2,3
13907,+7 인내의 용수호자 단검,2,3
13908,+8 인내의 용수호자 단검,2,3
13909,+9 인내의 용수호자 단검,2,3
13910,+10 인내의 용수호자 단검,2,3
13911,+11 인내의 용수호자 단검,2,3
13912,+12 인내의 용수호자 단검,2,3
13913,+13 인내의 용수호자 단검,2,3
13920,+0 인내의 용수호자 크리스,80,3
13921,+1 인내의 용수호자 크리스,80,3
13922,+2 인내의 용수호자 크리스,80,3
13923,+3 인내의 용수호자 크리스,80,3
13924,+4 인내의 용수호자 크리스,80,3
13925,+5 인내의 용수호자 크리스,80,3
13926,+6 인내의 용수호자 크리스,80,3
13927,+7 인내의 용수호자 크리스,80,3
13928,+8 인내의 용수호자 크리스,80,3
13929,+9 인내의 용수호자 크리스,80,3
13930,+10 인내의 용수호자 크리스,80,3
13931,+11 인내의 용수호자 크리스,80,3
13932,+12 인내의 용수호자 크리스,80,3
13933,+13 인내의 용수호자 크리스,80,3
13940,+0 이자벨의 전투단검,2,3
13941,+1 이자벨의 전투단검,2,3
13942,+2 이자벨의 전투단검,2,3
13943,+3 이자벨의 전투단검,2,3
13944,+4 이자벨의 전투단검,2,3
13945,+5 이자벨의 전투단검,2,3
13946,+6 이자벨의 전투단검,2,3
13947,+7 이자벨의 전투단검,2,3
13948,+8 이자벨의 전투단검,2,3
13949,+9 이자벨의 전투단검,2,3
13950,+10 이자벨의 전투단검,2,3
13951,+11 이자벨의 전투단검,2,3
13952,+12 이자벨의 전투단검,2,3
13953,+13 이자벨의 전투단검,2,3
13960,+0 이자벨의 퇴마단검,2,3
13961,+1 이자벨의 퇴마단검,2,3
13962,+2 이자벨의 퇴마단검,2,3
13963,+3 이자벨의 퇴마단검,2,3
13964,+4 이자벨의 퇴마단검,2,3
13965,+5 이자벨의 퇴마단검,2,3
13966,+6 이자벨의 퇴마단검,2,3
13967,+7 이자벨의 퇴마단검,2,3
13968,+8 이자벨의 퇴마단검,2,3
13969,+9 이자벨의 퇴마단검,2,3
13970,+10 이자벨의 퇴마단검,2,3
13971,+11 이자벨의 퇴마단검,2,3
13972,+12 이자벨의 퇴마단검,2,3
13973,+13 이자벨의 퇴마단검,2,3
13980,+0 제롬의 퇴마단검,80,3
13981,+1 제롬의 퇴마단검,80,3
13982,+2 제롬의 퇴마단검,80,3
13983,+3 제롬의 퇴마단검,80,3
13984,+4 제롬의 퇴마단검,80,3
13985,+5 제롬의 퇴마단검,80,3
13986,+6 제롬의 퇴마단검,80,3
13987,+7 제롬의 퇴마단검,80,3
13988,+8 제롬의 퇴마단검,80,3
13989,+9 제롬의 퇴마단검,80,3
13990,+10 제롬의 퇴마단검,80,3
13991,+11 제롬의 퇴마단검,80,3
13992,+12 제롬의 퇴마단검,80,3
13993,+13 제롬의 퇴마단검,80,3
14000,+0 바포메트의 송곳니,2,4
14001,+1 바포메트의 송곳니,2,4
14002,+2 바포메트의 송곳니,2,4
14003,+3 바포메트의 송곳니,2,4
14004,+4 바포메트의 송곳니,2,4
14005,+5 바포메트의 송곳니,2,4
14006,+6 바포메트의 송곳니,2,4
14007,+7 바포메트의 송곳니,2,4
14008,+8 바포메트의 송곳니,2,4
14009,+9 바포메트의 송곳니,2,4
14010,+10 바포메트의 송곳니,2,4
14011,+11 바포메트의 송곳니,2,4
14012,+12 바포메트의 송곳니,2,4
14013,+13 바포메트의 송곳니,2,4
14020,+0 그리헨텔의 단검,2,4
14021,+1 그리헨텔의 단검,2,4
14022,+2 그리헨텔의 단검,2,4
14023,+3 그리헨텔의 단검,2,4
14024,+4 그리헨텔의 단검,2,4
14025,+5 그리헨텔의 단검,2,4
14026,+6 그리헨텔의 단검,2,4
14027,+7 그리헨텔의 단검,2,4
14028,+8 그리헨텔의 단검,2,4
14029,+9 그리헨텔의 단검,2,4
14030,+10 그리헨텔의 단검,2,4
14031,+11 그리헨텔의 단검,2,4
14032,+12 그리헨텔의 단검,2,4
14033,+13 그리헨텔의 단검,2,4
14040,+0 벨켄의 전쟁단검,2,4
14041,+1 벨켄의 전쟁단검,2,4
14042,+2 벨켄의 전쟁단검,2,4
14043,+3 벨켄의 전쟁단검,2,4
14044,+4 벨켄의 전쟁단검,2,4
14045,+5 벨켄의 전쟁단검,2,4
14046,+6 벨켄의 전쟁단검,2,4
14047,+7 벨켄의 전쟁단검,2,4
14048,+8 벨켄의 전쟁단검,2,4
14049,+9 벨켄의 전쟁단검,2,4
14050,+10 벨켄의 전쟁단검,2,4
14051,+11 벨켄의 전쟁단검,2,4
14052,+12 벨켄의 전쟁단검,2,4
14053,+13 벨켄의 전쟁단검,2,4
14060,+0 인페르노의 전쟁단검,2,4
14061,+1 인페르노의 전쟁단검,2,4
14062,+2 인페르노의 전쟁단검,2,4
14063,+3 인페르노의 전쟁단검,2,4
14064,+4 인페르노의 전쟁단검,2,4
14065,+5 인페르노의 전쟁단검,2,4
14066,+6 인페르노의 전쟁단검,2,4
14067,+7 인페르노의 전쟁단검,2,4
14068,+8 인페르노의 전쟁단검,2,4
14069,+9 인페르노의 전쟁단검,2,4
14070,+10 인페르노의 전쟁단검,2,4
14071,+11 인페르노의 전쟁단검,2,4
14072,+12 인페르노의 전쟁단검,2,4
14073,+13 인페르노의 전쟁단검,2,4
14080,+0 카를린의 전쟁단검,2,4
