수행시각,아이템명,성공타입,성공횟수,성공확률(%),기대확률(%),오차(%)
2023-02-24 17:40,영혼석[전설] : 용 수호자 카발,대성공,109,0.0109,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 카발,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 엘리아,대성공,98,0.0098,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 엘리아,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 디트리오,대성공,85,0.0085,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 디트리오,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 셀라,대성공,89,0.0089,,
2023-02-24 17:40,영혼석[전설] : 용 수호자 셀라,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 아크 데빌리스 나이트,대성공,81,0.0081,,
2023-02-24 17:40,영혼석[전설] : 아크 데빌리스 나이트,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 아크 엔젤리스 아처,대성공,95,0.0095,,
2023-02-24 17:40,영혼석[전설] : 아크 엔젤리스 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 아크 엔젤리스 위저드,대성공,107,0.0107,,
2023-02-24 17:40,영혼석[전설] : 아크 엔젤리스 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 아크 데빌리스 어쌔신,대성공,97,0.0097,,
2023-02-24 17:40,영혼석[전설] : 아크 데빌리스 어쌔신,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 메테오스,대성공,95,0.0095,,
2023-02-24 17:40,영혼석[전설] : 메테오스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 메테오스 아처,대성공,112,0.0112,,
2023-02-24 17:40,영혼석[전설] : 메테오스 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 메테오스 위저드,대성공,123,0.0123,,
2023-02-24 17:40,영혼석[전설] : 메테오스 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 메테오스 어쌔신,대성공,91,0.0091,,
2023-02-24 17:40,영혼석[전설] : 메테오스 어쌔신,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 바다의 헤라켄,대성공,101,0.0101,,
2023-02-24 17:40,영혼석[전설] : 바다의 헤라켄,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 바람의 유게네스,대성공,105,0.0105,,
2023-02-24 17:40,영혼석[전설] : 바람의 유게네스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 불꽃의 벨제뷔트,대성공,119,0.0119,,
2023-02-24 17:40,영혼석[전설] : 불꽃의 벨제뷔트,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[전설] : 대지의 가이아스,대성공,96,0.0096,,
2023-02-24 17:40,영혼석[전설] : 대지의 가이아스,일반성공,1000000,100.0000,,
2023-02-24 17:40,봉인된 영혼석[초월],일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 그리헨텔,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 그리헨텔 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 그리헨텔 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 그리헨텔 어쌔신,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 메테오스,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 메테오스 아처,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 메테오스 위저드,일반성공,1000000,100.0000,,
2023-02-24 17:40,영혼석[초월] : 메테오스 어쌔신,일반성공,1000000,100.0000,,
2023-02-24 17:40,라이칸 서번트 카드,대성공,9963,0.9963,1.0,0.37
2023-02-24 17:40,라이칸 서번트 카드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 수호의 팔찌 상자,대성공,10140,1.0140,1.0,1.4
2023-02-24 17:40,강화된 수호의 팔찌 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 파괴의 가면 상자,대성공,9829,0.9829,1.0,1.71
2023-02-24 17:40,강화된 파괴의 가면 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 생명의 금관 상자,대성공,9794,0.9794,1.0,2.06
2023-02-24 17:40,강화된 생명의 금관 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 숙련의 나팔 상자,대성공,9917,0.9917,1.0,0.83
2023-02-24 17:40,강화된 숙련의 나팔 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 영혼의 부적 상자,대성공,10005,1.0005,1.0,0.05
2023-02-24 17:40,강화된 영혼의 부적 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,강화된 극복의 성배 상자,대성공,10114,1.0114,1.0,1.14
2023-02-24 17:40,강화된 극복의 성배 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,수호의 팔찌 전리품 상자,대성공,10134,1.0134,1.0,1.34
2023-02-24 17:40,수호의 팔찌 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,파괴의 가면 전리품 상자,대성공,10184,1.0184,1.0,1.84
2023-02-24 17:40,파괴의 가면 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,생명의 금관 전리품 상자,대성공,10001,1.0001,1.0,0.01
2023-02-24 17:40,생명의 금관 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,숙련의 나팔 전리품 상자,대성공,9970,0.9970,1.0,0.3
2023-02-24 17:40,숙련의 나팔 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,극복의 성배 전리품 상자,대성공,9929,0.9929,1.0,0.71
2023-02-24 17:40,극복의 성배 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영혼의 부적 전리품 상자,대성공,10033,1.0033,1.0,0.33
2023-02-24 17:40,영혼의 부적 전리품 상자,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영웅 변신 확정 뽑기권[프로모션],대성공,915,0.0915,,
2023-02-24 17:40,영웅 변신 확정 뽑기권[프로모션],일반성공,1000000,100.0000,,
2023-02-24 17:40,영웅 서번트 확정 뽑기권[프로모션],대성공,998,0.0998,,
2023-02-24 17:40,영웅 서번트 확정 뽑기권[프로모션],일반성공,1000000,100.0000,,
2023-02-24 17:40,희귀 변신 확정 뽑기권[프로모션],대성공,10091,1.0091,1.0,0.91
2023-02-24 17:40,희귀 변신 확정 뽑기권[프로모션],일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,희귀 서번트 확정 뽑기권[프로모션],대성공,10301,1.0301,1.0,3.01
2023-02-24 17:40,희귀 서번트 확정 뽑기권[프로모션],일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,희귀 매터리얼 확정 상자[프로모션],대성공,9805,0.9805,1.0,1.95
2023-02-24 17:40,희귀 매터리얼 확정 상자[프로모션],일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,스타터 희귀 변신 카드,대성공,10001,1.0001,1.0,0.01
2023-02-24 17:40,스타터 희귀 변신 카드,일반성공,1000000,100.0000,100.0,0.0
2023-02-24 17:40,영웅 매터리얼 확정 상자[프로모션],대성공,1015,0.1015,,
2023-02-24 17:40,영웅 매터리얼 확정 상자[프로모션],일반성공,1000000,100.0000,,
